Will train until eval error hasn't decreased in 100 rounds.
[0]	train-rmspe:0.999994	eval-rmspe:0.999746
[960]	train-rmspe:0.140782	eval-rmspe:0.144563
[961]	train-rmspe:0.140769	eval-rmspe:0.144560
[962]	train-rmspe:0.140726	eval-rmspe:0.144532
[963]	train-rmspe:0.140710	eval-rmspe:0.144524
[964]	train-rmspe:0.140457	eval-rmspe:0.144513
[965]	train-rmspe:0.140423	eval-rmspe:0.144501
[966]	train-rmspe:0.140412	eval-rmspe:0.144496
[967]	train-rmspe:0.140326	eval-rmspe:0.144481
[968]	train-rmspe:0.140321	eval-rmspe:0.144518
[969]	train-rmspe:0.140280	eval-rmspe:0.144529
[970]	train-rmspe:0.140272	eval-rmspe:0.144519
[971]	train-rmspe:0.140261	eval-rmspe:0.144513
[972]	train-rmspe:0.140238	eval-rmspe:0.144539
[973]	train-rmspe:0.140227	eval-rmspe:0.144536
[974]	train-rmspe:0.140199	eval-rmspe:0.144542
[975]	train-rmspe:0.140015	eval-rmspe:0.144391
[976]	train-rmspe:0.140008	eval-rmspe:0.144391
[977]	train-rmspe:0.140005	eval-rmspe:0.144389
[978]	train-rmspe:0.139999	eval-rmspe:0.144390
[979]	train-rmspe:0.139971	eval-rmspe:0.144375
[980]	train-rmspe:0.139933	eval-rmspe:0.144374
[981]	train-rmspe:0.139929	eval-rmspe:0.144373
[982]	train-rmspe:0.139900	eval-rmspe:0.144361
[983]	train-rmspe:0.139853	eval-rmspe:0.144356
[984]	train-rmspe:0.139717	eval-rmspe:0.144262
[985]	train-rmspe:0.139689	eval-rmspe:0.144257
[986]	train-rmspe:0.139639	eval-rmspe:0.144218
[987]	train-rmspe:0.139617	eval-rmspe:0.144203
[988]	train-rmspe:0.139598	eval-rmspe:0.144198
[989]	train-rmspe:0.139579	eval-rmspe:0.144180
[990]	train-rmspe:0.139534	eval-rmspe:0.144145
[991]	train-rmspe:0.139451	eval-rmspe:0.144111
[992]	train-rmspe:0.139437	eval-rmspe:0.144096
[993]	train-rmspe:0.139419	eval-rmspe:0.144092
[994]	train-rmspe:0.139400	eval-rmspe:0.144081
[995]	train-rmspe:0.139379	eval-rmspe:0.144071
[996]	train-rmspe:0.139359	eval-rmspe:0.144062
[997]	train-rmspe:0.139153	eval-rmspe:0.143949
[998]	train-rmspe:0.139139	eval-rmspe:0.143946
[999]	train-rmspe:0.139119	eval-rmspe:0.143941
[1000]	train-rmspe:0.139113	eval-rmspe:0.143941
[1001]	train-rmspe:0.139054	eval-rmspe:0.143902
[1002]	train-rmspe:0.139050	eval-rmspe:0.143903
[1003]	train-rmspe:0.139033	eval-rmspe:0.143893
[1004]	train-rmspe:0.138881	eval-rmspe:0.143892
[1005]	train-rmspe:0.138862	eval-rmspe:0.143884
[1006]	train-rmspe:0.138860	eval-rmspe:0.143879
[1007]	train-rmspe:0.138838	eval-rmspe:0.143866
[1008]	train-rmspe:0.138801	eval-rmspe:0.143852
[1009]	train-rmspe:0.138775	eval-rmspe:0.143839
[1010]	train-rmspe:0.138722	eval-rmspe:0.143834
[1011]	train-rmspe:0.138716	eval-rmspe:0.143853
[1012]	train-rmspe:0.138691	eval-rmspe:0.143826
[1013]	train-rmspe:0.138667	eval-rmspe:0.143815
[1014]	train-rmspe:0.138662	eval-rmspe:0.143804
[1015]	train-rmspe:0.138506	eval-rmspe:0.143749
[1016]	train-rmspe:0.138354	eval-rmspe:0.143741
[1017]	train-rmspe:0.138301	eval-rmspe:0.143740
[1018]	train-rmspe:0.138287	eval-rmspe:0.143738
[1019]	train-rmspe:0.138273	eval-rmspe:0.143735
[1020]	train-rmspe:0.138228	eval-rmspe:0.143723
[1021]	train-rmspe:0.138219	eval-rmspe:0.143722
[1022]	train-rmspe:0.138204	eval-rmspe:0.143717
[1023]	train-rmspe:0.138104	eval-rmspe:0.143596
[1024]	train-rmspe:0.138086	eval-rmspe:0.143587
[1025]	train-rmspe:0.138055	eval-rmspe:0.143595
[1026]	train-rmspe:0.138026	eval-rmspe:0.143599
[1027]	train-rmspe:0.137981	eval-rmspe:0.143575
[1028]	train-rmspe:0.137891	eval-rmspe:0.143516
[1029]	train-rmspe:0.137855	eval-rmspe:0.143491
[1030]	train-rmspe:0.137827	eval-rmspe:0.143507
[1031]	train-rmspe:0.137808	eval-rmspe:0.143495
[1032]	train-rmspe:0.137781	eval-rmspe:0.143473
[1033]	train-rmspe:0.137771	eval-rmspe:0.143460
[1034]	train-rmspe:0.137724	eval-rmspe:0.143449
[1035]	train-rmspe:0.137705	eval-rmspe:0.143437
[1036]	train-rmspe:0.137686	eval-rmspe:0.143434
[1037]	train-rmspe:0.137629	eval-rmspe:0.143394
[1038]	train-rmspe:0.137598	eval-rmspe:0.143365
[1039]	train-rmspe:0.137568	eval-rmspe:0.143351
[1040]	train-rmspe:0.137557	eval-rmspe:0.143347
[1041]	train-rmspe:0.137537	eval-rmspe:0.143349
[1042]	train-rmspe:0.137335	eval-rmspe:0.143339
[1043]	train-rmspe:0.137319	eval-rmspe:0.143330
[1044]	train-rmspe:0.137268	eval-rmspe:0.143305
[1045]	train-rmspe:0.137245	eval-rmspe:0.143313
[1046]	train-rmspe:0.137243	eval-rmspe:0.143309
[1047]	train-rmspe:0.137226	eval-rmspe:0.143293
[1048]	train-rmspe:0.137218	eval-rmspe:0.143289
[1049]	train-rmspe:0.137172	eval-rmspe:0.143246
[1050]	train-rmspe:0.137165	eval-rmspe:0.143239
[1051]	train-rmspe:0.137159	eval-rmspe:0.143239
[1052]	train-rmspe:0.137130	eval-rmspe:0.143229
[1053]	train-rmspe:0.137104	eval-rmspe:0.143200
[1054]	train-rmspe:0.137096	eval-rmspe:0.143198
[1055]	train-rmspe:0.137084	eval-rmspe:0.143189
[1056]	train-rmspe:0.137070	eval-rmspe:0.143180
[1057]	train-rmspe:0.137076	eval-rmspe:0.143177
[1058]	train-rmspe:0.137069	eval-rmspe:0.143177
[1059]	train-rmspe:0.137027	eval-rmspe:0.143122
[1060]	train-rmspe:0.136998	eval-rmspe:0.143183
[1061]	train-rmspe:0.136990	eval-rmspe:0.143182
[1062]	train-rmspe:0.136982	eval-rmspe:0.143185
[1063]	train-rmspe:0.136929	eval-rmspe:0.143171
[1064]	train-rmspe:0.136911	eval-rmspe:0.143164
[1065]	train-rmspe:0.136904	eval-rmspe:0.143161
[1066]	train-rmspe:0.136900	eval-rmspe:0.143157
[1067]	train-rmspe:0.136872	eval-rmspe:0.143158
[1068]	train-rmspe:0.136839	eval-rmspe:0.143157
[1069]	train-rmspe:0.136825	eval-rmspe:0.143153
[1070]	train-rmspe:0.136819	eval-rmspe:0.143131
[1071]	train-rmspe:0.136810	eval-rmspe:0.143124
[1072]	train-rmspe:0.136779	eval-rmspe:0.143124
[1073]	train-rmspe:0.136762	eval-rmspe:0.143127
[1074]	train-rmspe:0.136675	eval-rmspe:0.143056
[1075]	train-rmspe:0.136647	eval-rmspe:0.143039
[1076]	train-rmspe:0.136625	eval-rmspe:0.143026
[1077]	train-rmspe:0.136609	eval-rmspe:0.143024
[1078]	train-rmspe:0.136606	eval-rmspe:0.143022
[1079]	train-rmspe:0.136593	eval-rmspe:0.143023
[1080]	train-rmspe:0.136581	eval-rmspe:0.143024
[1081]	train-rmspe:0.136557	eval-rmspe:0.143027
[1082]	train-rmspe:0.136534	eval-rmspe:0.143022
[1083]	train-rmspe:0.136503	eval-rmspe:0.143019
[1084]	train-rmspe:0.136442	eval-rmspe:0.143015
[1085]	train-rmspe:0.136421	eval-rmspe:0.143027
[1086]	train-rmspe:0.136409	eval-rmspe:0.143019
[1087]	train-rmspe:0.136402	eval-rmspe:0.143021
[1088]	train-rmspe:0.136381	eval-rmspe:0.143006
[1089]	train-rmspe:0.136372	eval-rmspe:0.143004
[1090]	train-rmspe:0.136318	eval-rmspe:0.143007
[1091]	train-rmspe:0.136292	eval-rmspe:0.142995
[1092]	train-rmspe:0.136275	eval-rmspe:0.142989
[1093]	train-rmspe:0.136267	eval-rmspe:0.142984
[1094]	train-rmspe:0.136251	eval-rmspe:0.142981
[1095]	train-rmspe:0.136230	eval-rmspe:0.142976
[1096]	train-rmspe:0.136216	eval-rmspe:0.142967
[1097]	train-rmspe:0.136205	eval-rmspe:0.142970
[1098]	train-rmspe:0.136197	eval-rmspe:0.142963
[1099]	train-rmspe:0.136186	eval-rmspe:0.142965
[1100]	train-rmspe:0.136150	eval-rmspe:0.142942
[1101]	train-rmspe:0.136060	eval-rmspe:0.142880
[1102]	train-rmspe:0.136029	eval-rmspe:0.142877
[1103]	train-rmspe:0.136024	eval-rmspe:0.142875
[1104]	train-rmspe:0.135961	eval-rmspe:0.142851
[1105]	train-rmspe:0.135953	eval-rmspe:0.142841
[1106]	train-rmspe:0.135927	eval-rmspe:0.142842
[1107]	train-rmspe:0.135861	eval-rmspe:0.142816
[1108]	train-rmspe:0.135834	eval-rmspe:0.142810
[1109]	train-rmspe:0.135816	eval-rmspe:0.142807
[1110]	train-rmspe:0.135788	eval-rmspe:0.142794
[1111]	train-rmspe:0.135783	eval-rmspe:0.142787
[1112]	train-rmspe:0.135755	eval-rmspe:0.142785
[1113]	train-rmspe:0.135744	eval-rmspe:0.142787
[1114]	train-rmspe:0.135740	eval-rmspe:0.142786
[1115]	train-rmspe:0.135460	eval-rmspe:0.142773
[1116]	train-rmspe:0.135453	eval-rmspe:0.142771
[1117]	train-rmspe:0.135419	eval-rmspe:0.142773
[1118]	train-rmspe:0.135392	eval-rmspe:0.142855
[1119]	train-rmspe:0.135375	eval-rmspe:0.142855
[1120]	train-rmspe:0.135349	eval-rmspe:0.142862
[1121]	train-rmspe:0.135337	eval-rmspe:0.142852
[1122]	train-rmspe:0.135329	eval-rmspe:0.142852
[1123]	train-rmspe:0.135287	eval-rmspe:0.142834
[1124]	train-rmspe:0.134626	eval-rmspe:0.142807
[1125]	train-rmspe:0.134588	eval-rmspe:0.142781
[1126]	train-rmspe:0.134577	eval-rmspe:0.142767
[1127]	train-rmspe:0.134556	eval-rmspe:0.142760
[1128]	train-rmspe:0.134471	eval-rmspe:0.142714
[1129]	train-rmspe:0.134447	eval-rmspe:0.142711
[1130]	train-rmspe:0.134368	eval-rmspe:0.142663
[1131]	train-rmspe:0.134345	eval-rmspe:0.142652
[1132]	train-rmspe:0.134341	eval-rmspe:0.142650
[1133]	train-rmspe:0.134309	eval-rmspe:0.142639
[1134]	train-rmspe:0.134302	eval-rmspe:0.142637
[1135]	train-rmspe:0.134267	eval-rmspe:0.142617
[1136]	train-rmspe:0.134256	eval-rmspe:0.142608
[1137]	train-rmspe:0.134229	eval-rmspe:0.142578
[1138]	train-rmspe:0.134221	eval-rmspe:0.142578
[1139]	train-rmspe:0.134200	eval-rmspe:0.142573
[1140]	train-rmspe:0.134164	eval-rmspe:0.142547
[1141]	train-rmspe:0.134088	eval-rmspe:0.142544
[1142]	train-rmspe:0.134064	eval-rmspe:0.142534
[1143]	train-rmspe:0.134040	eval-rmspe:0.142518
[1144]	train-rmspe:0.133986	eval-rmspe:0.142441
[1145]	train-rmspe:0.133973	eval-rmspe:0.142440
[1146]	train-rmspe:0.133955	eval-rmspe:0.142444
[1147]	train-rmspe:0.133829	eval-rmspe:0.142293
[1148]	train-rmspe:0.133816	eval-rmspe:0.142301
[1149]	train-rmspe:0.133808	eval-rmspe:0.142302
[1150]	train-rmspe:0.133784	eval-rmspe:0.142295
[1151]	train-rmspe:0.133768	eval-rmspe:0.142292
[1152]	train-rmspe:0.133733	eval-rmspe:0.142277
[1153]	train-rmspe:0.133714	eval-rmspe:0.142274
[1154]	train-rmspe:0.133668	eval-rmspe:0.142269
[1155]	train-rmspe:0.133660	eval-rmspe:0.142271
[1156]	train-rmspe:0.133598	eval-rmspe:0.142271
[1157]	train-rmspe:0.133540	eval-rmspe:0.142196
[1158]	train-rmspe:0.133521	eval-rmspe:0.142187
[1159]	train-rmspe:0.133509	eval-rmspe:0.142186
[1160]	train-rmspe:0.133497	eval-rmspe:0.142179
[1161]	train-rmspe:0.133479	eval-rmspe:0.142165
[1162]	train-rmspe:0.133446	eval-rmspe:0.142169
[1163]	train-rmspe:0.133432	eval-rmspe:0.142135
[1164]	train-rmspe:0.133398	eval-rmspe:0.142129
[1165]	train-rmspe:0.133353	eval-rmspe:0.142085
[1166]	train-rmspe:0.133349	eval-rmspe:0.142079
[1167]	train-rmspe:0.133325	eval-rmspe:0.142071
[1168]	train-rmspe:0.133306	eval-rmspe:0.142070
[1169]	train-rmspe:0.133248	eval-rmspe:0.142068
[1170]	train-rmspe:0.133222	eval-rmspe:0.142057
[1171]	train-rmspe:0.133146	eval-rmspe:0.141986
[1172]	train-rmspe:0.133140	eval-rmspe:0.141993
[1173]	train-rmspe:0.133094	eval-rmspe:0.141966
[1174]	train-rmspe:0.133076	eval-rmspe:0.141957
[1175]	train-rmspe:0.133071	eval-rmspe:0.141955
[1176]	train-rmspe:0.133063	eval-rmspe:0.141950
[1177]	train-rmspe:0.133027	eval-rmspe:0.141890
[1178]	train-rmspe:0.133020	eval-rmspe:0.141889
[1179]	train-rmspe:0.132965	eval-rmspe:0.141894
[1180]	train-rmspe:0.132949	eval-rmspe:0.141897
[1181]	train-rmspe:0.132920	eval-rmspe:0.141886
[1182]	train-rmspe:0.132901	eval-rmspe:0.141866
[1183]	train-rmspe:0.132861	eval-rmspe:0.141868
[1184]	train-rmspe:0.132713	eval-rmspe:0.141642
[1185]	train-rmspe:0.132693	eval-rmspe:0.141624
[1186]	train-rmspe:0.132664	eval-rmspe:0.141629
[1187]	train-rmspe:0.132645	eval-rmspe:0.141620
[1188]	train-rmspe:0.132598	eval-rmspe:0.141586
[1189]	train-rmspe:0.132575	eval-rmspe:0.141581
[1190]	train-rmspe:0.132570	eval-rmspe:0.141588
[1191]	train-rmspe:0.132555	eval-rmspe:0.141587
[1192]	train-rmspe:0.132521	eval-rmspe:0.141581
[1193]	train-rmspe:0.132480	eval-rmspe:0.141583
[1194]	train-rmspe:0.132477	eval-rmspe:0.141581
[1195]	train-rmspe:0.132455	eval-rmspe:0.141584
[1196]	train-rmspe:0.132434	eval-rmspe:0.141575
[1197]	train-rmspe:0.132411	eval-rmspe:0.141582
[1198]	train-rmspe:0.132339	eval-rmspe:0.141550
[1199]	train-rmspe:0.132294	eval-rmspe:0.141538
[1200]	train-rmspe:0.132278	eval-rmspe:0.141541
[1201]	train-rmspe:0.132263	eval-rmspe:0.141544
[1202]	train-rmspe:0.132141	eval-rmspe:0.141379
[1203]	train-rmspe:0.132035	eval-rmspe:0.141230
[1204]	train-rmspe:0.132002	eval-rmspe:0.141219
[1205]	train-rmspe:0.131979	eval-rmspe:0.141200
[1206]	train-rmspe:0.131935	eval-rmspe:0.141194
[1207]	train-rmspe:0.131876	eval-rmspe:0.141156
[1208]	train-rmspe:0.131863	eval-rmspe:0.141150
[1209]	train-rmspe:0.131851	eval-rmspe:0.141138
[1210]	train-rmspe:0.131826	eval-rmspe:0.141129
[1211]	train-rmspe:0.131824	eval-rmspe:0.141133
[1212]	train-rmspe:0.131809	eval-rmspe:0.141182
[1213]	train-rmspe:0.131793	eval-rmspe:0.141184
[1214]	train-rmspe:0.131784	eval-rmspe:0.141182
[1215]	train-rmspe:0.131735	eval-rmspe:0.141176
[1216]	train-rmspe:0.131733	eval-rmspe:0.141173
[1217]	train-rmspe:0.131728	eval-rmspe:0.141172
[1218]	train-rmspe:0.131715	eval-rmspe:0.141164
[1219]	train-rmspe:0.131706	eval-rmspe:0.141163
[1220]	train-rmspe:0.131682	eval-rmspe:0.141156
[1221]	train-rmspe:0.131678	eval-rmspe:0.141158
[1222]	train-rmspe:0.131648	eval-rmspe:0.141155
[1223]	train-rmspe:0.131631	eval-rmspe:0.141155
[1224]	train-rmspe:0.131582	eval-rmspe:0.141137
[1225]	train-rmspe:0.131572	eval-rmspe:0.141135
[1226]	train-rmspe:0.131538	eval-rmspe:0.141138
[1227]	train-rmspe:0.131506	eval-rmspe:0.141134
[1228]	train-rmspe:0.131500	eval-rmspe:0.141139
[1229]	train-rmspe:0.131490	eval-rmspe:0.141138
[1230]	train-rmspe:0.131452	eval-rmspe:0.141118
[1231]	train-rmspe:0.131443	eval-rmspe:0.141111
[1232]	train-rmspe:0.131436	eval-rmspe:0.141105
[1233]	train-rmspe:0.131407	eval-rmspe:0.141116
[1234]	train-rmspe:0.131406	eval-rmspe:0.141118
[1235]	train-rmspe:0.131377	eval-rmspe:0.141111
[1236]	train-rmspe:0.131368	eval-rmspe:0.141118
[1237]	train-rmspe:0.131353	eval-rmspe:0.141117
[1238]	train-rmspe:0.131328	eval-rmspe:0.141103
[1239]	train-rmspe:0.131301	eval-rmspe:0.141101
[1240]	train-rmspe:0.131244	eval-rmspe:0.141072
[1241]	train-rmspe:0.131233	eval-rmspe:0.141075
[1242]	train-rmspe:0.131227	eval-rmspe:0.141077
[1243]	train-rmspe:0.131185	eval-rmspe:0.141076
[1244]	train-rmspe:0.131169	eval-rmspe:0.141082
[1245]	train-rmspe:0.131156	eval-rmspe:0.141079
[1246]	train-rmspe:0.131132	eval-rmspe:0.141083
[1247]	train-rmspe:0.131127	eval-rmspe:0.141082
[1248]	train-rmspe:0.131091	eval-rmspe:0.141071
[1249]	train-rmspe:0.131082	eval-rmspe:0.141060
[1250]	train-rmspe:0.131060	eval-rmspe:0.141057
[1251]	train-rmspe:0.131047	eval-rmspe:0.141058
[1252]	train-rmspe:0.131032	eval-rmspe:0.141047
[1253]	train-rmspe:0.131013	eval-rmspe:0.141043
[1254]	train-rmspe:0.130984	eval-rmspe:0.141036
[1255]	train-rmspe:0.130970	eval-rmspe:0.141026
[1256]	train-rmspe:0.130943	eval-rmspe:0.141009
[1257]	train-rmspe:0.130923	eval-rmspe:0.141018
[1258]	train-rmspe:0.130895	eval-rmspe:0.141002
[1259]	train-rmspe:0.130857	eval-rmspe:0.141006
[1260]	train-rmspe:0.130828	eval-rmspe:0.140971
[1261]	train-rmspe:0.130810	eval-rmspe:0.140965
[1262]	train-rmspe:0.130786	eval-rmspe:0.140953
[1263]	train-rmspe:0.130777	eval-rmspe:0.140951
[1264]	train-rmspe:0.130667	eval-rmspe:0.140834
[1265]	train-rmspe:0.130623	eval-rmspe:0.140804
[1266]	train-rmspe:0.130609	eval-rmspe:0.140806
[1267]	train-rmspe:0.130505	eval-rmspe:0.140810
[1268]	train-rmspe:0.130353	eval-rmspe:0.140771
[1269]	train-rmspe:0.130324	eval-rmspe:0.140758
[1270]	train-rmspe:0.130317	eval-rmspe:0.140763
[1271]	train-rmspe:0.130287	eval-rmspe:0.140741
[1272]	train-rmspe:0.130284	eval-rmspe:0.140732
[1273]	train-rmspe:0.130269	eval-rmspe:0.140733
[1274]	train-rmspe:0.130244	eval-rmspe:0.140732
[1275]	train-rmspe:0.130235	eval-rmspe:0.140724
[1276]	train-rmspe:0.130231	eval-rmspe:0.140721
[1277]	train-rmspe:0.130225	eval-rmspe:0.140718
[1278]	train-rmspe:0.130224	eval-rmspe:0.140704
[1279]	train-rmspe:0.130178	eval-rmspe:0.140692
[1280]	train-rmspe:0.130173	eval-rmspe:0.140691
[1281]	train-rmspe:0.130156	eval-rmspe:0.140682
[1282]	train-rmspe:0.130154	eval-rmspe:0.140677
[1283]	train-rmspe:0.130139	eval-rmspe:0.140688
[1284]	train-rmspe:0.130130	eval-rmspe:0.140680
[1285]	train-rmspe:0.130116	eval-rmspe:0.140681
[1286]	train-rmspe:0.130102	eval-rmspe:0.140670
[1287]	train-rmspe:0.130092	eval-rmspe:0.140672
[1288]	train-rmspe:0.130087	eval-rmspe:0.140668
[1289]	train-rmspe:0.129982	eval-rmspe:0.140569
[1290]	train-rmspe:0.129980	eval-rmspe:0.140589
[1291]	train-rmspe:0.129972	eval-rmspe:0.140587
[1292]	train-rmspe:0.129939	eval-rmspe:0.140577
[1293]	train-rmspe:0.129928	eval-rmspe:0.140589
[1294]	train-rmspe:0.129927	eval-rmspe:0.140591
[1295]	train-rmspe:0.129902	eval-rmspe:0.140593
[1296]	train-rmspe:0.129897	eval-rmspe:0.140596
[1297]	train-rmspe:0.129875	eval-rmspe:0.140592
[1298]	train-rmspe:0.129823	eval-rmspe:0.140556
[1299]	train-rmspe:0.129814	eval-rmspe:0.140551
[1300]	train-rmspe:0.129799	eval-rmspe:0.140546
[1301]	train-rmspe:0.129793	eval-rmspe:0.140546
[1302]	train-rmspe:0.129789	eval-rmspe:0.140546
[1303]	train-rmspe:0.129759	eval-rmspe:0.140541
[1304]	train-rmspe:0.129728	eval-rmspe:0.140520
[1305]	train-rmspe:0.129654	eval-rmspe:0.140469
[1306]	train-rmspe:0.129566	eval-rmspe:0.140422
[1307]	train-rmspe:0.129549	eval-rmspe:0.140419
[1308]	train-rmspe:0.129538	eval-rmspe:0.140415
[1309]	train-rmspe:0.129516	eval-rmspe:0.140390
[1310]	train-rmspe:0.129501	eval-rmspe:0.140393
[1311]	train-rmspe:0.129495	eval-rmspe:0.140393
[1312]	train-rmspe:0.129492	eval-rmspe:0.140396
[1313]	train-rmspe:0.129476	eval-rmspe:0.140405
[1314]	train-rmspe:0.129442	eval-rmspe:0.140389
[1315]	train-rmspe:0.129421	eval-rmspe:0.140394
[1316]	train-rmspe:0.129413	eval-rmspe:0.140386
[1317]	train-rmspe:0.129399	eval-rmspe:0.140370
[1318]	train-rmspe:0.129379	eval-rmspe:0.140375
[1319]	train-rmspe:0.129382	eval-rmspe:0.140376
[1320]	train-rmspe:0.129344	eval-rmspe:0.140376
[1321]	train-rmspe:0.129324	eval-rmspe:0.140378
[1322]	train-rmspe:0.129315	eval-rmspe:0.140366
[1323]	train-rmspe:0.129303	eval-rmspe:0.140358
[1324]	train-rmspe:0.129298	eval-rmspe:0.140354
[1325]	train-rmspe:0.129269	eval-rmspe:0.140353
[1326]	train-rmspe:0.129225	eval-rmspe:0.140351
[1327]	train-rmspe:0.129209	eval-rmspe:0.140349
[1328]	train-rmspe:0.129190	eval-rmspe:0.140371
[1329]	train-rmspe:0.129162	eval-rmspe:0.140369
[1330]	train-rmspe:0.129122	eval-rmspe:0.140345
[1331]	train-rmspe:0.129115	eval-rmspe:0.140341
[1332]	train-rmspe:0.129088	eval-rmspe:0.140313
[1333]	train-rmspe:0.129082	eval-rmspe:0.140312
[1334]	train-rmspe:0.129070	eval-rmspe:0.140307
[1335]	train-rmspe:0.129062	eval-rmspe:0.140305
[1336]	train-rmspe:0.129058	eval-rmspe:0.140315
[1337]	train-rmspe:0.129023	eval-rmspe:0.140298
[1338]	train-rmspe:0.128993	eval-rmspe:0.140283
[1339]	train-rmspe:0.128985	eval-rmspe:0.140286
[1340]	train-rmspe:0.128912	eval-rmspe:0.140208
[1341]	train-rmspe:0.128898	eval-rmspe:0.140226
[1342]	train-rmspe:0.128870	eval-rmspe:0.140223
[1343]	train-rmspe:0.128853	eval-rmspe:0.140218
[1344]	train-rmspe:0.128827	eval-rmspe:0.140206
[1345]	train-rmspe:0.128812	eval-rmspe:0.140208
[1346]	train-rmspe:0.128794	eval-rmspe:0.140211
[1347]	train-rmspe:0.128787	eval-rmspe:0.140212
[1348]	train-rmspe:0.128719	eval-rmspe:0.140205
[1349]	train-rmspe:0.128711	eval-rmspe:0.140205
[1350]	train-rmspe:0.128719	eval-rmspe:0.140203
[1351]	train-rmspe:0.128701	eval-rmspe:0.140191
[1352]	train-rmspe:0.128681	eval-rmspe:0.140185
[1353]	train-rmspe:0.128656	eval-rmspe:0.140177
[1354]	train-rmspe:0.128654	eval-rmspe:0.140180
[1355]	train-rmspe:0.128598	eval-rmspe:0.140114
[1356]	train-rmspe:0.128586	eval-rmspe:0.140112
[1357]	train-rmspe:0.128576	eval-rmspe:0.140108
[1358]	train-rmspe:0.128562	eval-rmspe:0.140103
[1359]	train-rmspe:0.128546	eval-rmspe:0.140109
[1360]	train-rmspe:0.128482	eval-rmspe:0.140103
[1361]	train-rmspe:0.128428	eval-rmspe:0.140115
[1362]	train-rmspe:0.128414	eval-rmspe:0.140118
[1363]	train-rmspe:0.128411	eval-rmspe:0.140116
[1364]	train-rmspe:0.128404	eval-rmspe:0.140117
[1365]	train-rmspe:0.128385	eval-rmspe:0.140114
[1366]	train-rmspe:0.128381	eval-rmspe:0.140113
[1367]	train-rmspe:0.128379	eval-rmspe:0.140108
[1368]	train-rmspe:0.128347	eval-rmspe:0.140109
[1369]	train-rmspe:0.128308	eval-rmspe:0.140091
[1370]	train-rmspe:0.128295	eval-rmspe:0.140088
[1371]	train-rmspe:0.128289	eval-rmspe:0.140090
[1372]	train-rmspe:0.128262	eval-rmspe:0.140079
[1373]	train-rmspe:0.128243	eval-rmspe:0.140085
[1374]	train-rmspe:0.128240	eval-rmspe:0.140087
[1375]	train-rmspe:0.128214	eval-rmspe:0.140075
[1376]	train-rmspe:0.128207	eval-rmspe:0.140071
[1377]	train-rmspe:0.128197	eval-rmspe:0.140063
[1378]	train-rmspe:0.128191	eval-rmspe:0.140059
[1379]	train-rmspe:0.128182	eval-rmspe:0.140060
[1380]	train-rmspe:0.128172	eval-rmspe:0.140053
[1381]	train-rmspe:0.128153	eval-rmspe:0.140044
[1382]	train-rmspe:0.128136	eval-rmspe:0.140036
[1383]	train-rmspe:0.128128	eval-rmspe:0.140033
[1384]	train-rmspe:0.128062	eval-rmspe:0.140032
[1385]	train-rmspe:0.128049	eval-rmspe:0.140025
[1386]	train-rmspe:0.128024	eval-rmspe:0.140016
[1387]	train-rmspe:0.128011	eval-rmspe:0.140015
[1388]	train-rmspe:0.127983	eval-rmspe:0.140005
[1389]	train-rmspe:0.127967	eval-rmspe:0.139996
[1390]	train-rmspe:0.127959	eval-rmspe:0.139986
[1391]	train-rmspe:0.127955	eval-rmspe:0.139986
[1392]	train-rmspe:0.127947	eval-rmspe:0.139983
[1393]	train-rmspe:0.127933	eval-rmspe:0.139980
[1394]	train-rmspe:0.127924	eval-rmspe:0.139975
[1395]	train-rmspe:0.127899	eval-rmspe:0.139978
[1396]	train-rmspe:0.127883	eval-rmspe:0.139998
[1397]	train-rmspe:0.127393	eval-rmspe:0.139979
[1398]	train-rmspe:0.127358	eval-rmspe:0.139971
[1399]	train-rmspe:0.127350	eval-rmspe:0.139973
[1400]	train-rmspe:0.127329	eval-rmspe:0.139972
[1401]	train-rmspe:0.127307	eval-rmspe:0.139965
[1402]	train-rmspe:0.127275	eval-rmspe:0.139960
[1403]	train-rmspe:0.127262	eval-rmspe:0.139967
[1404]	train-rmspe:0.127257	eval-rmspe:0.139964
[1405]	train-rmspe:0.127226	eval-rmspe:0.139977
[1406]	train-rmspe:0.127215	eval-rmspe:0.139987
[1407]	train-rmspe:0.127185	eval-rmspe:0.139982
[1408]	train-rmspe:0.127183	eval-rmspe:0.139982
[1409]	train-rmspe:0.127103	eval-rmspe:0.139879
[1410]	train-rmspe:0.127098	eval-rmspe:0.139876
[1411]	train-rmspe:0.127097	eval-rmspe:0.139874
[1412]	train-rmspe:0.127088	eval-rmspe:0.139856
[1413]	train-rmspe:0.127076	eval-rmspe:0.139843
[1414]	train-rmspe:0.127065	eval-rmspe:0.139816
[1415]	train-rmspe:0.127039	eval-rmspe:0.139801
[1416]	train-rmspe:0.127028	eval-rmspe:0.139789
[1417]	train-rmspe:0.127005	eval-rmspe:0.139784
[1418]	train-rmspe:0.126991	eval-rmspe:0.139781
[1419]	train-rmspe:0.126957	eval-rmspe:0.139769
[1420]	train-rmspe:0.126936	eval-rmspe:0.139762
[1421]	train-rmspe:0.126912	eval-rmspe:0.139753
[1422]	train-rmspe:0.126911	eval-rmspe:0.139749
[1423]	train-rmspe:0.126884	eval-rmspe:0.139751
[1424]	train-rmspe:0.126862	eval-rmspe:0.139754
[1425]	train-rmspe:0.126840	eval-rmspe:0.139751
